date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:09:31	42755/42755	---M--	200	added ('OK')	image/png	etag:%22486ea7d147e8e326e9a6b8f8b3157ac9%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/g6.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/g6.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:31	31394/31394	---M--	200	added ('OK')	image/png	etag:%2200859ced4334168d39ea7dfcfb62002f%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/mask-dag.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/mask-dag.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:32	24195/24195	---M--	200	added ('OK')	image/png	etag:%224bd385deb64d9c70a4eb90efd1cbf390%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/dbias-dag.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/dbias-dag.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:32	1494/1494	---M--	200	added ('OK')	image/png	etag:%227b91041e0aed2f3f0c46074a3d1f8848%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/g7.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/g7.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:33	15825/15825	---M--	200	added ('OK')	image/png	etag:%228721e81bf01243af527cc0e9940ed920%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/flash-fprop.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/flash-fprop.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:33	26726/26726	---M--	200	added ('OK')	image/png	etag:%22a2b011206cdda2feb8e091ea7caaff43%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fprop-causal-mask.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fprop-causal-mask.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:34	36826/36826	---M--	200	added ('OK')	image/png	etag:%22991248e994ffe8ba0fe181be865b04ef%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fprop-softmax.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fprop-softmax.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:34	24289/24289	---M--	200	added ('OK')	image/png	etag:%22ac4eeba24949891660658f3dcf77b8f9%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fprop-dropout.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fprop-dropout.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:35	84632/84632	---M--	200	added ('OK')	image/png	etag:%2249894758a000d7672f3f9e94ea5850e6%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/bprop-op-graph.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/bprop-op-graph.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:35	19791/19791	---M--	200	added ('OK')	image/png	etag:%22fa1fe10b0efdc327eb598f4ec535b696%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/ConvBNfprop.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/ConvBNfprop.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:36	60010/60010	---M--	200	added ('OK')	image/png	etag:%2272863a9b72c2a055cdf4a11ebbb6c33c%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/new-pattern.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/new-pattern.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:36	19099/19099	---M--	200	added ('OK')	image/png	etag:%22c640fdb58500f8574d05ce862a2f0fae%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/ConvBNwgrad.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/ConvBNwgrad.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:37	23766/23766	---M--	200	added ('OK')	image/png	etag:%22289b86780b560d8f442490c0c7f82be6%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/ConvBiasAct.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/ConvBiasAct.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:37	26888/26888	---M--	200	added ('OK')	image/png	etag:%22befac572603f7486ff17d215e0122f5b%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/ConvScaleBiasAct.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/ConvScaleBiasAct.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:38	19636/19636	---M--	200	added ('OK')	image/png	etag:%22dbbcadde0a3bcce090695c0f088e11fc%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/DgradDreluBnBwdWeight.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/DgradDreluBnBwdWeight.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:38	15078/15078	---M--	200	added ('OK')	image/png	etag:%220c391545b56e6f2167a030d2e1f3113b%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/pointwise-options.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/pointwise-options.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:39	59900/59900	---M--	200	added ('OK')	image/png	etag:%2217feaae671bee1e92364591679acad8e%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fmha-forward-pass.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fmha-forward-pass.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:39	117521/117521	---M--	200	added ('OK')	image/png	etag:%22b39ea5e3cdca3385617e5894e10e3003%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fmha-backward-pass.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/fmha-backward-pass.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:40	23710/23710	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%227284c2be33bfa0108681498dfcfc2af7%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/tensor-op-fp32-to-fp16.svg	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/tensor-op-fp32-to-fp16.svg	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:41	32252/32252	---M--	200	added ('OK')	image/png	etag:%222ce6a51474d4b299c5dcc2cf7a7f9c77%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/alpha-beta-dstValue.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/alpha-beta-dstValue.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:41	48918/48918	---M--	200	added ('OK')	image/png	etag:%22cb6194a54fa0ca2f7cf4c81e5746b211%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/cudnnConvolutionBiasActivationForward.png	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/graphics/cudnnConvolutionBiasActivationForward.png	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/developer-guide/index.html)
03:09:43	206663/206663	---MCZ	200	added ('OK')	application/pdf	etag:W/%22b8bfa7a5678e9a2aa4c62a2eb167e80e%22	https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/pdf/cuDNN-SLA.pdf	D:/Deepstream/Cudnn/docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/pdf/cuDNN-SLA.pdf	(from https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn-897/sla/index.html)
03:09:43	0/-1	---M--	504	error ('')			http://cdn.bizible.com/scripts/bizible.js?account=	D:/Deepstream/Cudnn/cdn.bizible.com/scripts/bizible585a.html	(from http://assets.adobedtm.com/5d4962a43b79/c1061d2c5e7b/launch-191c2462b890.min.js)
03:09:43	0/-1	---M--	504	error ('')			http://cdn.bizible.com/scripts/bizible.js?account=	D:/Deepstream/Cudnn/cdn.bizible.com/scripts/bizible585a.html	(from http://assets.adobedtm.com/5d4962a43b79/c1061d2c5e7b/launch-191c2462b890.min.js)
